language_no	language_name	causal_marker	morphosyntactic_type	explicitness	goal	instrument	location	object	source	other	other_details
36	Khanty (Northern)	ewelt	adposition	yes	no	no	no	no	yes	n.a.	n.a.
36	Khanty (Northern)	pata	adposition	yes	yes	no	no	no	no	n.a.	n.a.
36	Khanty (Northern)	pela	adposition	no	yes	no	no	no	no	n.a.	n.a.
36	Khanty (Northern)	siren	adposition	yes	no	yes	no	no	no	n.a.	n.a.
36	Khanty (Northern)	untasen	adposition	no	no	yes	no	no	no	n.a.	n.a.
