language_no	language_name	causal_marker	morphosyntactic_type	explicitness	goal	instrument	location	object	source	other	other_details
43	Kumyk	abl	case	yes	no	no	no	no	yes	n.a.	
43	Kumyk	uchun	adposition	yes	no	no	no	no	no	no	
43	Kumyk	gore	adposition	yes	no	no	no	no	no	no	
43	Kumyk	dat	case	no	yes	no	no	no	no	n.a.	
43	Kumyk	gen	case	no	no	no	no	yes	no	n.a.	
